uFips,Latitude (generated),Longitude (generated),Living Wage Calculators
18015,40.583,-86.573,20660.157800120
18013,39.195,-86.23,20805.559015763
18011,40.05,-86.467,20805.176232131
18009,40.472,-85.323,19710
18007,40.606,-87.31,21034.849341976
18005,39.194,-85.885,21927.011312217
18003,41.091,-85.07,20389.306916316
18001,40.745,-84.937,19676.738628603
17203,40.759,-89.246,19223.321703610
17201,42.323,-89.17,18698.884530907
17199,37.729,-88.93,18161.152816749
17197,41.425,-87.893,21650.049029387
17195,41.757,-89.938,18708.581548717
17193,38.081,-88.142,19176
17191,38.429,-88.424,19199
17189,38.355,-89.424,18190
17187,40.848,-90.614,18417
17185,38.459,-87.818,18122
17183,40.184,-87.734,18853.700894759
17181,37.467,-89.281,19199
17179,40.501,-89.594,19217.263123455
17177,42.352,-89.661,19065.681837607
17175,41.104,-89.812,19225.757675717
17173,39.398,-88.805,19199
17171,39.637,-90.473,19013.831770335
17169,40.13,-90.556,19199
17167,39.75,-89.605,18505.280635459
17165,37.752,-88.541,18519
17163,38.483,-89.983,19216.776990059
17161,41.407,-90.615,19191.569773770
17159,38.708,-88.102,19199
17157,38.045,-89.899,18122
17155,41.204,-89.314,19241.432063785
17153,37.235,-89.1,19199
17151,37.407,-88.561,19199
17149,39.584,-90.967,18508
17147,40.019,-88.603,19477.096825820
17145,38.083,-89.355,18519
17143,40.764,-89.718,19212.612918216
17141,42.045,-89.313,18646.111338100
17139,39.656,-88.641,19199
17137,39.696,-90.261,18583.534080365
17135,39.188,-89.421,18338
17133,38.255,-90.135,19220.545106726
17131,41.198,-90.773,19203.862638430
17129,40.016,-89.786,18513.346911696
17127,37.239,-88.709,19195.230301760
17125,40.262,-89.978,19199
17123,41.013,-89.342,19224.066326531
17121,38.65,-88.919,18913.489221725
17119,38.828,-89.935,19217.944440334
17117,39.26,-89.926,19096.570194681
17115,39.852,-88.981,18837.371703174
17113,40.518,-88.864,20335.609934087
17111,42.324,-88.452,21645.222460923
17109,40.455,-90.677,18595.618689969
17107,40.12,-89.373,18758.439168928
17105,40.906,-88.583,18473.018068103
17103,41.736,-89.285,18689.292698236
17101,38.709,-87.703,19052
17099,41.368,-88.876,18306.196234458
17097,42.316,-87.958,21655.652060014
17095,40.932,-90.214,18286.362837595
17093,41.59,-88.427,20214.284279476
17091,41.148,-87.889,18275.390377498
17089,41.938,-88.42,21655.425691700
17087,37.466,-88.876,19199
17085,42.35,-90.288,19199
17083,39.063,-90.374,19221.849355798
17081,38.301,-88.924,18439.324724016
17079,39.009,-88.153,19199
17077,37.776,-89.415,18683.993692958
17075,40.745,-87.828,18655
17073,41.367,-90.147,19201.516624041
17071,40.774,-90.985,18956.694472553
17069,37.528,-88.238,19199
17067,40.416,-91.205,18478.959190315
17065,38.081,-88.538,19199
17063,41.284,-88.418,19660.123965732
17061,39.347,-90.385,19199
17059,37.753,-88.2,19199
17057,40.465,-90.161,18564.743402659
17055,37.993,-88.941,18700
17053,40.697,-88.195,19475.275647948
17051,39.019,-88.975,18689
17049,39.065,-88.583,18529.848904661
17047,38.412,-88.043,19199
17045,39.683,-87.75,18553
17043,41.859,-88.088,21668.218444539
17041,39.765,-88.205,18440
17039,40.168,-88.861,18272.307023549
17037,41.892,-88.765,19986.202424520
17035,39.273,-88.239,18776.842698814
17033,39.011,-87.731,19199
17031,41.904,-87.81,21702.123877361
17029,39.513,-88.216,18308.992792137
17027,38.618,-89.422,19221.381871505
17025,38.758,-88.473,19199
17023,39.332,-87.772,18462
17021,39.573,-89.279,18554.966032515
17019,40.139,-88.196,19454.758905905
17017,39.966,-90.288,18632
17015,42.063,-90,19199
17013,39.262,-90.693,19223.097017767
17011,41.366,-89.513,18819.323286372
17009,39.972,-90.713,18462
17007,42.322,-88.823,18700.049831020
17005,38.884,-89.444,18280.349928293
17003,37.176,-89.326,18827.662165812
17001,39.976,-91.212,18539.093913422
16087,44.495,-116.771,19891
16085,44.72,-115.453,20019
16083,42.312,-114.519,19766.939449273
16081,43.764,-111.223,21136.097998575
16079,47.156,-115.644,19859
16077,42.603,-112.811,18941
16075,43.979,-116.717,19675.188519426
16073,42.479,-116.032,19447.855008510
16071,42.208,-112.535,20339
16069,46.146,-116.711,19003.374105496
16067,42.864,-113.672,20307.399863853
16065,43.769,-111.691,20170.763364542
16063,43.004,-114.154,20336.000739827
16061,46.268,-116.363,20392
16059,45.007,-113.816,20339
16057,46.814,-116.684,20098.480774708
16055,47.674,-116.682,20097.348828777
16053,42.686,-114.274,19333.690878731
16051,43.842,-112.161,19392.478100264
16049,45.84,-115.557,20062
16047,42.953,-114.84,20158
16045,43.979,-116.432,18932.938071488
16043,44.218,-111.601,19830.089009638
16041,42.207,-111.816,20153.956660701
16039,43.34,-115.619,19825.285673698
16037,44.347,-114.312,19891
16035,46.711,-115.525,20339
16033,44.308,-112.306,20222
16031,42.268,-113.643,18909.226174314
16029,42.805,-111.596,20222
16027,43.632,-116.752,19448.041103849
16025,43.502,-114.73,20219.449585359
16023,43.758,-113.246,20140.585996241
16021,48.75,-116.54,19891
16019,43.454,-111.782,19405.637856981
16017,48.246,-116.545,19717.908607157
16015,43.995,-115.624,19450.148351328
16013,43.48,-114.001,22236.745300060
16011,43.223,-112.297,20411.515096657
16009,47.204,-116.684,20339
16007,42.285,-111.34,19891
16005,42.737,-112.313,18873.075748413
16003,44.873,-116.494,19891
16001,43.446,-116.244,19446.788222498
15009,20.768,-156.341,22024.689243308
15007,22.059,-159.546,24973.574557253
15005,21.212,-156.943,19022.741294125
15003,21.507,-157.97,26126.382037878
15001,19.626,-155.437,20338.143076137
13321,31.579,-83.841,19735.087862993
13319,32.79,-83.176,19673
13317,33.796,-82.733,19804
13315,31.989,-83.394,19673
13313,34.794,-84.989,20129.093014786
13311,34.652,-83.746,19771
13309,32.151,-82.739,19935
13307,32.039,-84.543,19935
13305,31.532,-81.879,19239.957120980
13303,33.014,-82.792,20186
13301,33.428,-82.625,20186
13299,31.148,-82.416,18661.615162871
13297,33.773,-83.744,22139.323998899
13295,34.786,-85.292,19353.698805282
13293,32.877,-84.328,19695.424856491
13291,34.851,-83.979,20361
13289,32.691,-83.419,19966.977916530
13287,31.7,-83.627,19717
13285,33.025,-85.048,20565.222315908
13283,32.416,-82.565,19935
13281,34.894,-83.746,20328
13279,32.114,-82.332,19367.570065469
13277,31.46,-83.502,19696.745932597
13275,30.854,-83.927,19662.666180758
13273,31.786,-84.43,19739.223520818
13271,31.955,-82.926,19673
13269,32.561,-84.227,18702
13267,31.98,-81.998,20186
13265,33.562,-82.847,21440
13263,32.715,-84.494,20295
13261,32.072,-84.181,19735.602932882
13259,32.077,-84.849,20186
13257,34.561,-83.281,19702.716525102
13255,33.27,-84.299,22142.622368139
13253,30.9,-84.879,20186
13251,32.761,-81.628,19673
13249,32.268,-84.305,19245.062318841
13247,33.636,-84.048,22138.893778452
13245,33.365,-82.09,20393.704225352
13243,31.77,-84.747,19673
13241,34.863,-83.379,19553
13239,31.877,-85.024,20186
13237,33.321,-83.344,21625
13235,32.239,-83.453,19679.679019074
13233,34.001,-85.172,19630.390871369
13231,33.096,-84.392,22135.706692913
13229,31.36,-82.204,19263.367760420
13227,34.465,-84.455,22138.111689541
13225,32.552,-83.859,18741.538799721
13223,33.929,-84.886,22137.348254932
13221,33.866,-83.043,20313.507353898
13219,33.849,-83.461,20318.160621762
13217,33.545,-83.864,22138.528604119
13215,32.497,-84.874,19918.958665417
13213,34.801,-84.763,19721.671454344
13211,33.618,-83.478,20815.314464998
13209,32.146,-82.532,19682.990724177
13207,33.025,-83.915,19357.646108664
13205,31.207,-84.253,20099
13201,31.16,-84.729,19673
13199,33.033,-84.677,20039.867666578
13197,32.338,-84.524,19932.190644423
13195,34.129,-83.189,20307.781768141
13193,32.347,-84.046,20186
13191,31.483,-81.381,19761.975084402
13189,33.49,-82.471,20392.290271462
13187,34.551,-84.011,20552
13185,30.828,-83.252,20480.560095979
13183,31.731,-81.736,19866.008369331
13181,33.761,-82.432,19566.787114471
13179,31.792,-81.437,20782.505097176
13177,31.768,-84.13,19735.718619106
13175,32.443,-82.929,19714.016142499
13173,31.047,-83.083,20498.639021074
13171,33.084,-84.155,20041.896700144
13169,33.02,-83.587,19970.101247150
13167,32.707,-82.695,19223.094790443
13165,32.771,-81.957,19935
13163,33.014,-82.447,20186
13161,31.798,-82.634,20186
13159,33.322,-83.698,22134.239927569
13157,34.153,-83.587,20812.918364575
13155,31.564,-83.249,19673
13153,32.483,-83.669,21074.971590909
13151,33.442,-84.138,22139.674237048
13149,33.302,-85.116,22137.086592179
13147,34.356,-82.944,19673
13145,32.738,-84.933,19944.960303301
13143,33.791,-85.211,19768.500272257
13141,33.274,-83.01,19104.644938952
13139,34.31,-83.839,21598.997845601
13137,34.61,-83.509,19841.422378963
13135,33.958,-84.037,22144.074071249
13133,33.552,-83.178,19804
13131,30.88,-84.226,19673
13129,34.506,-84.878,20396.592066806
13127,31.184,-81.482,19747.327641565
13125,33.22,-82.593,19673
13123,34.706,-84.425,20339
13121,33.685,-84.474,22158.821551800
13119,34.36,-83.224,19673
13117,34.234,-84.092,22137.759656652
13115,34.258,-85.233,19773.053948119
13113,33.41,-84.504,22141.230424579
13111,34.907,-84.357,19673
13109,32.156,-81.871,20175
13107,32.567,-82.324,19673
13105,34.129,-82.833,20186
13103,32.35,-81.333,20960.135571639
13101,30.723,-82.857,20507.304416197
13099,31.378,-84.871,19804
13097,33.707,-84.744,22138.638342494
13095,31.529,-84.219,19695.738551207
13093,32.16,-83.819,20186
13091,32.182,-83.122,20186
13089,33.755,-84.186,22156.636806401
13087,30.89,-84.623,19768.124220624
13085,34.42,-84.151,22138.063386881
13083,34.844,-85.484,19357.527255576
13081,31.916,-83.785,19386.319108945
13079,32.7,-83.951,19961.640380827
13077,33.367,-84.756,22136.470506496
13075,31.161,-83.428,20350
13073,33.543,-82.235,20399.226078334
13071,31.185,-83.759,19337.859703982
13069,31.592,-82.873,19317.391376566
13067,33.917,-84.557,22146.462231625
13065,30.958,-82.694,19673
13063,33.542,-84.351,22146.104593032
13061,31.637,-84.97,20241
13059,33.963,-83.389,20299.264533248
13057,34.227,-84.458,22138.021006907
13055,34.482,-85.317,19104.269520548
13053,32.322,-84.822,19927.616839842
13051,31.9,-81.071,20958.012984969
13049,30.561,-82.156,19717
13047,34.899,-85.122,19356.708686812
13045,33.567,-85.073,22142.086935167
13043,32.423,-82.086,19673
13039,30.923,-81.62,21097.163461539
13037,31.531,-84.62,19673
13035,33.288,-83.965,20817.279467169
13033,33.093,-81.929,20394.949935988
13031,32.37,-81.731,19660.850524350
13029,32.091,-81.46,20961.449002811
13027,30.85,-83.545,20504.510156971
13025,31.17,-82.008,19764.027469590
13023,32.417,-83.318,19673
13021,32.8,-83.691,19950.167790319
13019,31.25,-83.236,19673
13017,31.749,-83.24,19379.378855247
13015,34.239,-84.845,22142.232558140
13013,33.976,-83.703,22138.554211036
13011,34.371,-83.503,20748
13009,33.077,-83.236,19256.866300499
13007,31.333,-84.391,19754.066637050
13005,31.536,-82.427,19935
13003,31.293,-82.885,18702
13001,31.759,-82.299,20186
12133,30.592,-85.712,20264
12131,30.624,-86.12,22240.027839569
12129,30.137,-84.406,21125.917164931
12127,29.025,-81.172,20963.682491455
12125,30.038,-82.357,20264
12123,30.054,-83.659,20809
12121,30.222,-83.005,19278
12119,28.755,-82.132,20657.513638301
12117,28.716,-81.223,22872.013928458
12115,27.166,-82.38,22628.225245002
12113,30.683,-87.049,21776.406142867
12111,27.381,-80.409,22309.689634601
12109,29.938,-81.42,22085.501261807
12107,29.633,-81.744,20259.906569240
12105,27.952,-81.618,21788.408580261
12103,27.894,-82.724,21587.911680912
12101,28.302,-82.481,21614.082625834
12099,26.646,-80.43,23425.522243552
12097,28.097,-81.259,22870.304948661
12095,28.479,-81.26,22874.347093023
12093,27.429,-80.945,20829.030883086
12091,30.668,-86.594,22863.014634146
12089,30.658,-81.698,22085.794140324
12087,25.465,-81.185,25100.087225068
12086,25.596,-80.458,23396.112373150
12085,27.082,-80.454,22298.301646309
12083,29.193,-82.087,20124.774075140
12081,27.516,-82.438,22623.929556260
12079,30.474,-83.496,20994
12077,30.272,-84.848,20809
12075,29.261,-82.821,20809
12073,30.449,-84.346,22785.798124655
12071,26.575,-81.948,22636.656436488
12069,28.906,-81.653,22867.154465004
12067,29.964,-83.123,20809
12065,30.472,-83.84,22800.123525147
12063,30.783,-85.229,20809
12061,27.69,-80.572,20920.502141086
12059,30.892,-85.767,20809
12057,27.908,-82.438,21600.195340502
12055,27.383,-81.252,20457.948216256
12053,28.549,-82.416,21624.868170426
12051,26.511,-81.223,21190.073011078
12049,27.493,-81.809,21032.666014943
12047,30.517,-82.977,20809
12045,29.917,-85.242,21301.910461829
12043,26.945,-81.218,21447
12041,29.756,-82.814,22239.187775293
12039,30.557,-84.607,22798.067886179
12037,29.83,-84.751,21403
12035,29.457,-81.282,22378.512447691
12033,30.491,-87.275,21771.759471698
12031,30.378,-81.683,22085.256984153
12029,29.547,-83.2,20809
12027,27.187,-81.809,20529.405705230
12023,30.221,-82.626,20191.736555335
12021,26.159,-81.389,22787.724852071
12019,30.011,-81.815,22085.751254637
12017,28.866,-82.508,20838.028084253
12015,26.9,-81.999,20217.006228274
12013,30.404,-85.161,20809
12011,26.145,-80.448,23559.643694621
12009,28.306,-80.686,20779.912477287
12007,29.938,-82.232,20809
12005,30.237,-85.691,22539.849272741
12003,30.356,-82.254,20543.640636846
12001,29.681,-82.353,22221.902887139
10005,38.7,-75.353,21645.309839595
10003,39.573,-75.597,21678.251848160
10001,39.134,-75.448,21737.792058974
09015,41.836,-72.02,21908.268334281
09013,41.842,-72.308,23915.269773407
09011,41.457,-72.127,23433.484607453
09009,41.33,-72.927,24190.094236953
09007,41.447,-72.529,24559.342193662
09005,41.776,-73.202,23956.908358652
09003,41.82,-72.718,23926.380948481
09001,41.244,-73.363,24103.029458268
08125,40.005,-102.426,19908
08123,40.501,-104.315,20074.580525731
08121,40.001,-103.243,19975
08119,38.888,-105.134,20677.278808247
08117,39.601,-106.108,23043.269376457
08115,40.875,-102.352,20433
08113,38.023,-108.388,22468
08111,37.768,-107.716,20733
08109,38.085,-106.215,20433
08107,40.503,-107.034,22071.859405390
08105,37.574,-106.375,20433
08103,39.958,-108.044,20553
08101,38.197,-104.552,19318.291619436
08099,37.956,-102.394,19908
08097,39.19,-106.946,23608.123005553
08095,40.594,-102.358,20165
08093,39.129,-105.769,21519.062406331
08091,38.16,-107.821,22859
08089,37.878,-103.73,18913
08087,40.262,-103.807,20226.869322652
08085,38.41,-108.283,19900.807941936
08083,37.315,-108.507,20433
08081,40.611,-108.182,21132.361469712
08079,37.68,-106.919,21378
08077,39.123,-108.218,19959.025256277
08075,40.719,-103.116,18874.404064810
08073,39.041,-103.604,20649
08071,37.372,-104.114,20288
08069,40.629,-105.569,21373.817886431
08067,37.319,-107.931,22339.304998277
08065,39.206,-106.36,22076
08063,39.304,-102.604,19908
08061,38.44,-102.775,20132
08059,39.587,-105.223,21554.146180498
08057,40.679,-106.362,20617
08055,37.641,-104.926,20400
08053,37.785,-107.295,21971
08051,38.717,-106.94,21156
08049,40.086,-106.139,21897
08047,39.86,-105.548,21525.419497018
08045,39.53,-108.041,23926.756669766
08043,38.479,-105.476,19985.435589751
08041,38.824,-104.562,20326.890805507
08039,39.346,-104.188,21532.458498521
08037,39.64,-106.644,23530.463876147
08035,39.347,-104.994,21544.511343936
08033,37.763,-108.452,20433
08031,39.783,-104.855,21573.611633543
08029,38.864,-107.939,20892
08027,38.075,-105.422,19908
08025,38.317,-103.779,19908
08023,37.297,-105.45,20433
08021,37.197,-106.198,20433
08019,39.708,-105.662,21530.482572669
08017,38.826,-102.608,19908
08015,38.739,-106.238,20400
08014,39.932,-105.063,21549.588755020
08013,40.087,-105.373,23842.347922302
08011,37.954,-103.072,19908
08009,37.319,-102.564,20433
08007,37.196,-106.979,20913
08005,39.651,-104.38,21560.633156198
08003,37.553,-105.746,20444
08001,39.869,-104.379,21555.121070234
06115,39.259,-121.322,20468.009560097
06113,38.724,-121.961,23260.307996833
06111,34.416,-119.066,24573.824861368
06109,38.071,-119.924,20875.719535528
06107,36.265,-118.776,21161.136363636
06105,40.684,-123.034,22613
06103,40.088,-122.204,20151.160869830
06101,39.034,-121.681,20466.650115808
06099,37.58,-120.937,21281.013795172
06097,38.578,-122.989,24078.770014993
06095,38.28,-122,23336.935174618
06093,41.683,-122.582,20597
06091,39.583,-120.529,21834
06089,40.787,-122.194,22663.842910071
06087,36.979,-121.949,24927.298968284
06085,37.235,-121.705,26636.085197935
06083,34.761,-120.087,24400.027680856
06081,37.381,-122.334,27315.570217717
06079,35.389,-120.455,23810.983753501
06077,37.951,-121.252,21560.765213476
06075,37.775,-122.447,27443.036631900
06073,32.992,-116.846,24553.395639148
06071,34.914,-115.967,23520.203004097
06069,36.607,-121.12,23247.145300334
06067,38.494,-121.444,22822.498608610
06065,33.73,-116.055,23516.510750688
06063,39.998,-120.798,21011
06061,39.14,-120.743,22817.823306929
06059,33.686,-117.769,26808.359655914
06057,39.419,-120.646,23364.156906859
06055,38.521,-122.353,24468.149213883
06053,36.095,-121.132,23771.368946731
06051,37.792,-118.742,24090
06049,41.588,-120.727,19961
06047,37.241,-120.65,20685.941105342
06045,39.377,-123.478,21928.065455008
06043,37.551,-119.851,21099
06041,38.031,-122.74,27301.732358950
06039,37.15,-119.783,21150.253553231
06037,34.24,-118.298,24185.272943545
06035,40.745,-120.663,21818.679124721
06033,39.008,-122.717,21412.564223905
06031,36.095,-119.894,21099.384726225
06029,35.29,-118.905,21786.268429897
06027,36.403,-117.219,23447
06025,33.053,-115.284,20528.347226214
06023,40.733,-123.944,22002.931431201
06021,39.591,-122.397,21560
06019,36.741,-119.639,21877.075136612
06017,38.723,-120.509,22815.710418592
06015,41.73,-123.979,21484.231437795
06013,37.899,-121.987,25630.301901743
06011,39.154,-122.29,21461
06009,38.214,-120.507,22328
06007,39.705,-121.573,20308.966280968
06005,38.465,-120.55,21757
06003,38.631,-119.807,22218
06001,37.592,-121.921,25660.343925234
05149,35.044,-93.303,20329.402727637
05147,35.215,-91.259,20643
05145,35.292,-91.732,20603.747336698
05143,35.982,-94.219,21212.345640400
05141,35.623,-92.545,20928
05139,33.175,-92.528,20639.545781349
05137,35.897,-92.127,20655
05135,36.136,-91.484,20643
05133,33.999,-94.217,20928
05131,35.211,-94.239,20744.739726027
05129,35.893,-92.681,20643
05127,34.873,-94.079,20655
05125,34.632,-92.659,21933.759790561
05123,35.026,-90.776,20456.109759488
05121,36.311,-91.078,20643
05119,34.778,-92.392,21933.610525475
05117,34.829,-91.573,20928
05115,35.422,-93.054,20601.706797358
05113,34.524,-94.2,20859
05111,35.577,-90.662,20759.191442827
05109,34.163,-93.653,20802
05107,34.457,-90.829,19887.043936118
05105,34.966,-92.923,21938.057990868
05103,33.591,-92.842,20273.984763978
05101,35.924,-93.232,20158.281825611
05099,33.646,-93.294,20643
05097,34.544,-93.664,20643
05095,34.741,-91.224,20643
05093,35.773,-89.966,20691.325337436
05091,33.37,-93.854,20757.774241671
05089,36.281,-92.648,20643
05087,36.036,-93.704,21212.317784631
05085,34.755,-91.877,21935.605002425
05083,35.197,-93.71,19756
05081,33.68,-94.155,20792.697826656
05079,33.982,-91.699,20177.589661604
05077,34.773,-90.755,20928
05075,36.019,-91.052,20643
05073,33.249,-93.612,20643
05071,35.58,-93.437,20837
05069,34.289,-91.832,20141.255635807
05067,35.605,-91.308,20643
05065,36.088,-91.944,20643
05063,35.733,-91.534,20230.647418478
05061,34.115,-94.038,20211
05059,34.313,-93.038,20686.372646389
05057,33.738,-93.713,20928
05055,36.113,-90.525,19913.456454121
05053,34.288,-92.443,20503.959183674
05051,34.581,-93.099,20747.646943088
05049,36.376,-91.804,20643
05047,35.545,-93.889,20643
05045,35.147,-92.354,21932.587843281
05043,33.592,-91.732,20643
05041,33.834,-91.214,20643
05039,33.976,-92.647,20928
05037,35.296,-90.772,21178
05035,35.24,-90.285,22424.113429327
05033,35.569,-94.192,20757.946540008
05031,35.835,-90.661,19789.246540422
05029,35.266,-92.76,21132
05027,33.229,-93.234,20105.864978034
05025,33.884,-92.214,20192.006720430
05023,35.533,-92.021,21098
05021,36.379,-90.434,20643
05019,34.03,-93.189,20241.907421576
05017,33.261,-91.252,20666
05015,36.342,-93.593,21371
05013,33.579,-92.543,20077.216376886
05011,33.443,-92.171,20450
05009,36.308,-93.077,20126.346591688
05007,36.355,-94.216,21212.941977800
05005,36.236,-92.372,20261.303638384
05003,33.201,-91.8,20643
05001,34.271,-91.381,20814
04027,32.867,-114.074,20060.411522634
04025,34.531,-112.397,19589.439487871
04023,31.529,-110.909,18916.822354105
04021,32.983,-111.326,20731.849368319
04019,32.049,-111.89,19325.210094442
04017,35.499,-110.288,18895.991688511
04015,35.613,-113.641,18625.811868775
04013,33.629,-112.187,20733.314089786
04012,33.862,-114.032,19129
04011,33.277,-109.271,18911
04009,32.954,-109.786,19168.542975538
04007,33.69,-110.86,19157.287329127
04005,35.987,-112.052,21719.067864547
04003,31.88,-109.754,20774.409240924
04001,35.314,-109.522,19312
02290,66.102,-151.025,26893
02282,59.956,-140.694,26257
02275,56.282,-132.083,26924
02270,62.273,-163.237,26341
02261,61.637,-144.991,27673
02240,63.894,-144.002,27070
02230,59.543,-135.357,29287
02220,57.268,-135.445,29141
02198,55.314,-132.66,26455
02195,56.802,-133.358,27111
02188,66.86,-159.843,30516
02185,69.476,-153.994,27444
02180,65.068,-163.805,29339
02170,62.344,-149.721,28584.717578764
02164,57.951,-156.648,26226
02150,58.121,-154.952,28142
02130,55.448,-131.123,27069.715944819
02122,60.257,-151.644,27392
02110,58.498,-134.197,29026.40625
02105,57.959,-135.198,26362
02100,59,-135.411,27028
02090,64.873,-146.275,29405.71875
02070,59.654,-158.66,28631
02068,63.796,-149.954,25674
02060,58.735,-157.159,28465
02050,61.338,-159.26,28881
02020,61.193,-149.44,29398.167814251
02016,51.96,-175.564,29808
02013,55.293,-161.963,26247
01133,34.148,-87.373,20344
01131,31.989,-87.262,19916
01129,31.421,-88.175,20344
01127,33.754,-87.294,20271.145162407
01125,33.303,-87.453,20584.458684152
01123,32.799,-85.803,20311
01121,33.435,-86.149,19365.543326693
01119,32.569,-88.131,20344
01117,33.26,-86.683,21023.848708218
01115,33.706,-86.31,21023.343144093
01113,32.266,-85.161,20760.972279774
01111,33.301,-85.443,20649
01109,31.836,-85.928,19845.168626062
01107,33.283,-88.088,19804.755559904
01105,32.657,-87.271,20108
01103,34.431,-86.829,19705.187600644
01101,32.214,-86.208,21448.235869565
01099,31.591,-87.345,20344
01097,30.671,-88.177,21991.231608036
01095,34.323,-86.319,19657.396695372
01093,34.116,-87.92,20344
01091,32.257,-87.795,20277
01089,34.743,-86.522,20842.496890221
01087,32.407,-85.728,19916
01085,32.18,-86.652,21460.679115253
01083,34.823,-87.031,20845.474122959
01081,32.57,-85.348,21041.25
01079,34.535,-87.318,19720.791403202
01077,34.887,-87.706,20481.672027570
01075,33.792,-88.11,20344
01073,33.548,-86.929,21020.957547170
01071,34.742,-85.971,19900.093856655
01069,31.156,-85.355,19605.414938668
01067,31.506,-85.229,19628.907180851
01065,32.743,-87.645,20579.307873486
01063,32.856,-87.956,20694
01061,31.095,-85.839,19624.277247818
01059,34.442,-87.851,19972
01057,33.718,-87.687,20344
01055,34.02,-86.053,19961.897356143
01053,31.13,-87.152,20378
01051,32.592,-86.132,21454.190684134
01049,34.421,-85.816,19172
01047,32.267,-87.139,19747.747690986
01045,31.445,-85.603,19294.995277700
01043,34.131,-86.801,20026.662469565
01041,31.778,-86.323,19984
01039,31.259,-86.444,20130
01037,32.928,-86.261,19819.617557555
01035,31.488,-87.044,20108
01033,34.653,-87.777,20481.686956522
01031,31.407,-85.992,20296.061770428
01029,33.648,-85.596,20164
01027,33.279,-85.907,19972
01025,31.623,-87.84,20141
01023,32.003,-88.2,20953
01021,32.887,-86.695,19618.699321778
01019,34.173,-85.621,20344
01017,32.919,-85.357,19722.642737664
01015,33.77,-85.837,20378.689909703
01013,31.743,-86.673,20051
01011,32.056,-85.704,20344
01009,33.941,-86.633,21026.922297297
01007,33.033,-87.149,21026.166666667
01005,31.926,-85.398,20051
01003,30.739,-87.701,21157.674783439
01001,32.536,-86.666,21452.523011665
